id,FlightNum,Origin,Dest,DepTime1,ArrTime1
17567,893,TPA,LAS,2008-01-19 11:48:00,2008-01-19 13:44:00
17568,1469,TPA,MCI,2008-01-19 20:45:00,2008-01-19 22:31:00
17569,248,TPA,MDW,2008-01-19 16:18:00,2008-01-19 17:48:00
17570,831,TPA,MDW,2008-01-19 17:52:00,2008-01-19 19:30:00
17571,2282,TPA,MDW,2008-01-19 13:40:00,2008-01-19 15:00:00
17572,29,TPA,MHT,2008-01-19 19:12:00,2008-01-19 21:37:00
17573,3828,TPA,MHT,2008-01-19 11:49:00,2008-01-19 14:18:00
17574,300,TPA,MSY,2008-01-19 21:01:00,2008-01-19 21:35:00
17575,1658,TPA,ORF,2008-01-19 11:11:00,2008-01-19 12:50:00
17576,1051,TPA,PBI,2008-01-19 12:38:00,2008-01-19 13:23:00
17577,1275,TPA,PHL,2008-01-19 20:36:00,2008-01-19 22:59:00
17578,680,TPA,PHX,2008-01-19 14:07:00,2008-01-19 16:30:00
17579,1423,TPA,PIT,2008-01-19 10:57:00,2008-01-19 12:59:00
17580,234,TPA,PVD,2008-01-19 13:41:00,2008-01-19 16:04:00
17581,1396,TPA,PVD,2008-01-19 21:13:00,2008-01-19 23:33:00
17582,706,TPA,RDU,2008-01-19 09:36:00,2008-01-19 11:06:00
17583,1110,TPA,RDU,2008-01-19 19:01:00,2008-01-19 20:38:00
17584,530,TPA,SAT,2008-01-19 21:00:00,2008-01-19 22:48:00
17585,490,ABQ,DAL,2008-01-20 10:56:00,2008-01-20 13:21:00
17586,720,ABQ,DAL,2008-01-20 16:09:00,2008-01-20 18:37:00
17587,1295,ABQ,DAL,2008-01-20 11:29:00,2008-01-20 14:04:00
17588,892,ABQ,ELP,2008-01-20 17:09:00,2008-01-20 17:59:00
17589,507,ABQ,LAS,2008-01-20 20:42:00,2008-01-20 21:16:00
17590,1352,ABQ,LBB,2008-01-20 15:37:00,2008-01-20 17:25:00
17591,369,ALB,BWI,2008-01-20 11:08:00,2008-01-20 12:25:00
17592,2627,AMA,DAL,2008-01-20 17:06:00,2008-01-20 18:07:00
17593,288,AUS,DAL,2008-01-20 19:11:00,2008-01-20 19:59:00
17594,2008,AUS,DAL,2008-01-20 15:56:00,2008-01-20 16:44:00
17595,2278,AUS,ELP,2008-01-20 20:51:00,2008-01-20 21:23:00
17596,1295,AUS,PHX,2008-01-20 15:38:00,2008-01-20 16:58:00
17597,1200,BDL,BWI,2008-01-20 19:18:00,2008-01-20 20:25:00
17598,3656,BHM,BWI,2008-01-20 17:33:00,2008-01-20 20:11:00
17599,1852,BHM,DAL,2008-01-20 12:05:00,2008-01-20 13:56:00
17600,259,BHM,HOU,2008-01-20 17:03:00,2008-01-20 18:50:00
17601,306,BHM,JAX,2008-01-20 16:21:00,2008-01-20 18:28:00
17602,2462,BHM,MDW,2008-01-20 14:39:00,2008-01-20 16:28:00
17603,3145,BHM,MSY,2008-01-20 20:14:00,2008-01-20 21:20:00
17604,3942,BHM,SDF,2008-01-20 18:46:00,2008-01-20 20:51:00
17605,532,BHM,TPA,2008-01-20 12:35:00,2008-01-20 14:56:00
17606,1852,BNA,BHM,2008-01-20 10:50:00,2008-01-20 11:32:00
17607,1247,BNA,BWI,2008-01-20 12:58:00,2008-01-20 15:23:00
17608,847,BNA,CLE,2008-01-20 19:56:00,2008-01-20 22:16:00
17609,2524,BNA,JAX,2008-01-20 13:03:00,2008-01-20 15:25:00
17610,1178,BNA,LAS,2008-01-20 08:56:00,2008-01-20 10:58:00
17611,89,BNA,MDW,2008-01-20 14:01:00,2008-01-20 15:30:00
17612,1939,BNA,PHL,2008-01-20 20:08:00,2008-01-20 22:48:00
17613,2537,BNA,SAN,2008-01-20 15:12:00,2008-01-20 17:22:00
17614,1251,BNA,TPA,2008-01-20 13:46:00,2008-01-20 16:31:00
17615,1117,BOI,GEG,2008-01-20 20:17:00,2008-01-20 20:25:00
17616,1488,BOI,PDX,2008-01-20 22:37:00,2008-01-20 23:04:00
17617,459,BOI,RNO,2008-01-20 14:37:00,2008-01-21 14:36:00
17618,890,BOI,RNO,2008-01-20 19:55:00,2008-01-20 20:09:00
17619,3072,BOI,SEA,2008-01-20 22:54:00,2008-01-20 23:17:00
17620,374,BUF,MDW,2008-01-20 08:11:00,2008-01-20 08:50:00
17621,660,BUF,TPA,2008-01-20 07:50:00,2008-01-20 10:45:00
17622,1587,BUR,OAK,2008-01-20 13:27:00,2008-01-20 14:31:00
17623,990,BWI,ALB,2008-01-20 17:01:00,2008-01-20 18:03:00
17624,3145,BWI,BHM,2008-01-20 18:38:00,2008-01-20 19:43:00
17625,3517,BWI,DEN,2008-01-20 13:25:00,2008-01-20 15:22:00
17626,801,BWI,DTW,2008-01-20 16:38:00,2008-01-20 18:10:00
17627,1200,BWI,HOU,2008-01-20 20:49:00,2008-01-20 23:17:00
17628,183,BWI,ISP,2008-01-20 15:57:00,2008-01-20 16:52:00
17629,34,BWI,JAX,2008-01-20 10:06:00,2008-01-20 12:05:00
17630,2872,BWI,LAS,2008-01-20 10:01:00,2008-01-20 12:17:00
17631,358,BWI,MCO,2008-01-20 08:49:00,2008-01-20 11:16:00
17632,2003,BWI,MCO,2008-01-20 12:58:00,2008-01-20 15:37:00
17633,369,BWI,PHX,2008-01-20 13:00:00,2008-01-20 15:56:00
17634,736,BWI,PHX,2008-01-20 15:23:00,2008-01-20 18:22:00
17635,1180,BWI,PVD,2008-01-20 20:45:00,2008-01-20 21:51:00
17636,3925,BWI,RDU,2008-01-20 12:46:00,2008-01-20 13:46:00
17637,975,BWI,SDF,2008-01-20 20:43:00,2008-01-20 22:33:00
17638,3861,BWI,SLC,2008-01-20 09:01:00,2008-01-20 11:36:00
17639,2728,CLE,BWI,2008-01-20 22:29:00,2008-01-20 23:22:00
17640,3145,CLE,BWI,2008-01-20 17:04:00,2008-01-20 18:10:00
17641,542,CLE,LAS,2008-01-20 12:21:00,2008-01-20 14:00:00
17642,714,CMH,BWI,2008-01-20 15:02:00,2008-01-20 16:08:00
17643,1310,CMH,MDW,2008-01-20 08:57:00,2008-01-20 09:07:00
17644,38,CRP,HOU,2008-01-20 14:24:00,2008-01-20 15:08:00
17645,60,CRP,HOU,2008-01-20 19:51:00,2008-01-20 20:32:00
17646,48,DAL,ABQ,2008-01-20 19:31:00,2008-01-20 20:10:00
17647,558,DAL,ABQ,2008-01-20 14:12:00,2008-01-20 14:52:00
17648,983,DAL,AUS,2008-01-20 20:06:00,2008-01-20 20:52:00
17649,1127,DAL,AUS,2008-01-20 18:10:00,2008-01-20 18:55:00
17650,1295,DAL,AUS,2008-01-20 14:19:00,2008-01-20 15:10:00
17651,490,DAL,BHM,2008-01-20 13:50:00,2008-01-20 15:10:00
17652,1664,DAL,BHM,2008-01-20 17:12:00,2008-01-20 18:32:00
17653,42,DAL,ELP,2008-01-20 18:23:00,2008-01-20 19:00:00
17654,1852,DAL,ELP,2008-01-20 14:30:00,2008-01-20 15:08:00
17655,29,DAL,HOU,2008-01-20 13:37:00,2008-01-20 14:30:00
17656,45,DAL,HOU,2008-01-20 17:39:00,2008-01-20 18:31:00
17657,51,DAL,HOU,2008-01-20 20:09:00,2008-01-20 21:01:00
17658,57,DAL,HOU,2008-01-20 20:37:00,2008-01-20 21:30:00
17659,30,DAL,LIT,2008-01-20 14:59:00,2008-01-20 15:55:00
17660,720,DAL,LIT,2008-01-20 19:48:00,2008-01-20 20:40:00
17661,2121,DAL,LIT,2008-01-20 09:09:00,2008-01-20 10:03:00
17662,34,DAL,MAF,2008-01-20 15:59:00,2008-01-20 17:04:00
17663,36,DAL,MCI,2008-01-20 16:29:00,2008-01-20 17:47:00
17664,186,DAL,MCI,2008-01-20 10:50:00,2008-01-20 12:08:00
17665,288,DAL,MCI,2008-01-20 20:24:00,2008-01-20 21:43:00
17666,1404,DAL,MSY,2008-01-20 18:24:00,2008-01-20 19:36:00
17667,12,DAL,OKC,2008-01-20 11:01:00,2008-01-20 11:47:00
17668,114,DAL,SAT,2008-01-20 18:38:00,2008-01-20 19:34:00
17669,226,DAL,SAT,2008-01-20 11:31:00,2008-01-20 12:26:00
17670,1376,DAL,SAT,2008-01-20 13:06:00,2008-01-20 14:00:00
17671,1620,DAL,SAT,2008-01-20 17:37:00,2008-01-20 18:35:00
17672,3234,DAL,SAT,2008-01-20 14:18:00,2008-01-20 15:15:00
17673,28,DAL,STL,2008-01-20 14:35:00,2008-01-20 16:00:00
17674,1330,DAL,STL,2008-01-20 10:43:00,2008-01-20 12:13:00
17675,1461,DAL,STL,2008-01-20 19:53:00,2008-01-20 21:22:00
17676,1344,DAL,TUL,2008-01-20 15:13:00,2008-01-20 16:03:00
17677,1476,DAL,TUL,2008-01-20 16:38:00,2008-01-20 17:32:00
17678,470,DEN,ABQ,2008-01-20 20:16:00,2008-01-20 21:41:00
17679,892,DEN,ABQ,2008-01-20 15:38:00,2008-01-20 16:41:00
17680,12,DEN,LAS,2008-01-20 13:07:00,2008-01-20 14:02:00
17681,578,DEN,MCI,2008-01-20 21:05:00,2008-01-20 23:36:00
17682,1349,DEN,MCI,2008-01-20 15:14:00,2008-01-20 17:40:00
17683,1573,DEN,MDW,2008-01-20 20:42:00,2008-01-21 00:01:00
17684,3517,DEN,OAK,2008-01-20 15:50:00,2008-01-20 17:34:00
17685,1760,DEN,OKC,2008-01-20 13:41:00,2008-01-20 15:55:00
17686,3407,DEN,SEA,2008-01-20 16:01:00,2008-01-20 17:39:00
17687,1251,DTW,BNA,2008-01-20 12:56:00,2008-01-20 13:23:00
17688,1607,DTW,BWI,2008-01-20 11:08:00,2008-01-20 12:23:00
17689,3339,DTW,MDW,2008-01-20 20:22:00,2008-01-20 20:27:00
17690,1219,DTW,STL,2008-01-20 19:56:00,2008-01-20 20:25:00
17691,1093,ELP,AUS,2008-01-20 18:12:00,2008-01-20 20:38:00
17692,42,ELP,PHX,2008-01-20 19:24:00,2008-01-20 20:34:00
17693,4,ELP,SAN,2008-01-20 09:40:00,2008-01-20 10:27:00
17694,892,ELP,SAT,2008-01-20 18:16:00,2008-01-20 20:35:00
17695,1939,ELP,SAT,2008-01-20 15:23:00,2008-01-20 17:35:00
17696,2354,FLL,BNA,2008-01-20 14:31:00,2008-01-20 15:37:00
17697,3326,FLL,BWI,2008-01-20 13:23:00,2008-01-20 15:33:00
17698,48,FLL,HOU,2008-01-20 15:37:00,2008-01-20 17:14:00
17699,184,FLL,ISP,2008-01-20 12:28:00,2008-01-20 15:11:00
17700,2907,FLL,ISP,2008-01-20 19:14:00,2008-01-20 21:50:00
17701,996,FLL,JAX,2008-01-20 12:32:00,2008-01-20 14:00:00
17702,331,FLL,MCO,2008-01-20 12:25:00,2008-01-20 13:34:00
17703,2698,FLL,MCO,2008-01-20 17:33:00,2008-01-20 18:32:00
17704,449,FLL,MDW,2008-01-20 10:21:00,2008-01-20 12:29:00
17705,1598,FLL,MDW,2008-01-20 16:01:00,2008-01-20 17:57:00
17706,1238,FLL,PHL,2008-01-20 20:39:00,2008-01-20 22:58:00
17707,1088,FLL,PVD,2008-01-20 16:26:00,2008-01-20 19:07:00
17708,1857,FLL,STL,2008-01-20 17:54:00,2008-01-20 19:45:00
17709,1249,FLL,TPA,2008-01-20 20:37:00,2008-01-20 21:31:00
17710,459,GEG,BOI,2008-01-20 12:19:00,2008-01-20 14:16:00
17711,679,HOU,ABQ,2008-01-20 08:12:00,2008-01-20 09:21:00
17712,3166,HOU,ABQ,2008-01-20 13:50:00,2008-01-20 14:57:00
17713,3942,HOU,BHM,2008-01-20 16:43:00,2008-01-20 18:06:00
17714,43,HOU,CRP,2008-01-20 18:42:00,2008-01-20 19:31:00
17715,53,HOU,CRP,2008-01-20 21:24:00,2008-01-20 22:15:00
17716,99,HOU,CRP,2008-01-20 13:10:00,2008-01-20 14:00:00
17717,12,HOU,DAL,2008-01-20 09:39:00,2008-01-20 10:42:00
17718,32,HOU,DAL,2008-01-20 14:06:00,2008-01-20 14:58:00
17719,34,HOU,DAL,2008-01-20 14:38:00,2008-01-20 15:34:00
17720,42,HOU,DAL,2008-01-20 17:06:00,2008-01-20 17:58:00
17721,103,HOU,ELP,2008-01-20 21:24:00,2008-01-20 22:14:00
17722,41,HOU,FLL,2008-01-20 18:06:00,2008-01-20 21:09:00
17723,513,HOU,JAN,2008-01-20 21:11:00,2008-01-20 22:11:00
17724,3757,HOU,JAN,2008-01-20 16:57:00,2008-01-20 17:58:00
17725,259,HOU,LAS,2008-01-20 19:32:00,2008-01-20 20:38:00
17726,973,HOU,LAX,2008-01-20 20:06:00,2008-01-20 21:35:00
17727,3761,HOU,LAX,2008-01-20 15:28:00,2008-01-20 16:55:00
17728,1561,HOU,LIT,2008-01-20 19:03:00,2008-01-20 20:06:00
17729,51,HOU,MCO,2008-01-20 21:19:00,2008-01-21 00:17:00
17730,1757,HOU,MDW,2008-01-20 12:11:00,2008-01-20 14:36:00
17731,438,HOU,OAK,2008-01-20 18:31:00,2008-01-20 20:38:00
17732,1159,HOU,SAT,2008-01-20 17:05:00,2008-01-20 17:56:00
17733,2386,HOU,SAT,2008-01-20 21:02:00,2008-01-20 21:55:00
17734,3415,HOU,SAT,2008-01-20 18:36:00,2008-01-20 19:25:00
17735,2177,HOU,STL,2008-01-20 18:49:00,2008-01-20 20:37:00
17736,2439,IAD,MCO,2008-01-20 13:58:00,2008-01-20 16:17:00
17737,685,IAD,MDW,2008-01-20 13:27:00,2008-01-20 14:23:00
17738,540,IND,BWI,2008-01-20 11:20:00,2008-01-20 12:45:00
17739,3580,IND,PHX,2008-01-20 07:49:00,2008-01-20 09:27:00
17740,2469,ISP,FLL,2008-01-20 12:47:00,2008-01-20 15:47:00
17741,2816,ISP,MCO,2008-01-20 17:25:00,2008-01-20 20:13:00
17742,2991,ISP,MCO,2008-01-20 15:16:00,2008-01-20 18:09:00
17743,1493,ISP,MDW,2008-01-20 07:29:00,2008-01-20 08:53:00
17744,2276,ISP,MDW,2008-01-20 15:45:00,2008-01-20 17:03:00
17745,277,ISP,TPA,2008-01-20 16:57:00,2008-01-20 19:56:00
17746,2090,JAN,HOU,2008-01-20 17:09:00,2008-01-20 18:21:00
17747,306,JAX,FLL,2008-01-20 18:55:00,2008-01-20 20:11:00
17748,926,JAX,FLL,2008-01-20 14:13:00,2008-01-20 15:25:00
17749,2524,JAX,FLL,2008-01-20 15:46:00,2008-01-20 17:00:00
17750,2627,LAS,AMA,2008-01-20 12:43:00,2008-01-20 16:40:00
17751,306,LAS,BHM,2008-01-20 10:48:00,2008-01-20 16:00:00
17752,2019,LAS,BNA,2008-01-20 19:49:00,2008-01-21 01:04:00
17753,1667,LAS,BUR,2008-01-20 14:11:00,2008-01-20 15:11:00
17754,1677,LAS,BUR,2008-01-20 19:11:00,2008-01-20 20:14:00
17755,3580,LAS,BUR,2008-01-20 10:49:00,2008-01-20 11:48:00
17756,1099,LAS,BWI,2008-01-20 17:33:00,2008-01-21 00:38:00
17757,2728,LAS,CLE,2008-01-20 15:19:00,2008-01-20 22:11:00
17758,2705,LAS,DEN,2008-01-20 15:17:00,2008-01-20 17:56:00
17759,444,LAS,IAD,2008-01-20 17:40:00,2008-01-21 00:41:00
17760,1406,LAS,ISP,2008-01-20 16:42:00,2008-01-21 00:26:00
17761,878,LAS,LAX,2008-01-20 16:42:00,2008-01-20 17:56:00
17762,1198,LAS,LAX,2008-01-20 10:34:00,2008-01-20 11:36:00
17763,88,LAS,MCI,2008-01-20 20:25:00,2008-01-21 00:53:00
17764,594,LAS,MCI,2008-01-20 12:29:00,2008-01-20 17:28:00
17765,1201,LAS,MCI,2008-01-20 09:43:00,2008-01-20 14:26:00
17766,3920,LAS,MDW,2008-01-20 15:46:00,2008-01-20 21:06:00
17767,61,LAS,MHT,2008-01-20 16:22:00,2008-01-20 24:00:00
17768,733,LAS,OAK,2008-01-20 16:01:00,2008-01-20 17:30:00
17769,1359,LAS,OAK,2008-01-20 11:24:00,2008-01-20 12:54:00
17770,2890,LAS,OAK,2008-01-20 22:12:00,2008-01-20 23:48:00
17771,1449,LAS,ONT,2008-01-20 20:44:00,2008-01-20 21:35:00
17772,446,LAS,ORF,2008-01-20 15:43:00,2008-01-20 22:58:00
17773,507,LAS,PDX,2008-01-20 21:44:00,2008-01-21 00:01:00
17774,367,LAS,PHX,2008-01-20 18:28:00,2008-01-20 20:30:00
17775,1362,LAS,PHX,2008-01-20 12:40:00,2008-01-20 14:43:00
17776,2726,LAS,PIT,2008-01-20 18:15:00,2008-01-21 01:01:00
17777,2724,LAS,PVD,2008-01-20 16:15:00,2008-01-20 23:50:00
17778,1422,LAS,RDU,2008-01-20 11:31:00,2008-01-20 18:34:00
17779,875,LAS,RNO,2008-01-20 15:06:00,2008-01-20 16:21:00
17780,2377,LAS,RNO,2008-01-20 14:48:00,2008-01-20 15:49:00
17781,3334,LAS,RNO,2008-01-20 15:58:00,2008-01-20 17:15:00
17782,2034,LAS,SAN,2008-01-20 23:10:00,2008-01-21 00:07:00
17783,2276,LAS,SAN,2008-01-20 19:57:00,2008-01-20 20:56:00
17784,3231,LAS,SAN,2008-01-20 22:05:00,2008-01-20 23:04:00
17785,3654,LAS,SAT,2008-01-20 12:08:00,2008-01-20 16:36:00
17786,3841,LAS,SAT,2008-01-20 20:59:00,2008-01-21 01:19:00
17787,176,LAS,SDF,2008-01-20 19:04:00,2008-01-21 01:20:00
17788,1178,LAS,SEA,2008-01-20 11:46:00,2008-01-20 14:21:00
17789,12,LAS,SFO,2008-01-20 14:32:00,2008-01-20 16:05:00
17790,2447,LAS,SFO,2008-01-20 10:41:00,2008-01-20 12:16:00
17791,542,LAS,SJC,2008-01-20 14:34:00,2008-01-20 15:52:00
17792,804,LAS,SLC,2008-01-20 20:33:00,2008-01-20 22:37:00
17793,3234,LAS,SLC,2008-01-20 17:06:00,2008-01-20 19:17:00
17794,1518,LAS,SMF,2008-01-20 12:10:00,2008-01-20 13:43:00
17795,2206,LAS,SMF,2008-01-20 22:06:00,2008-01-20 23:38:00
17796,3777,LAS,SMF,2008-01-20 13:40:00,2008-01-20 15:04:00
17797,841,LAX,ABQ,2008-01-20 20:57:00,2008-01-20 23:37:00
17798,1093,LAX,ELP,2008-01-20 14:39:00,2008-01-20 17:22:00
17799,820,LAX,HOU,2008-01-20 19:32:00,2008-01-21 00:27:00
17800,444,LAX,LAS,2008-01-20 15:09:00,2008-01-20 16:08:00
17801,812,LAX,LAS,2008-01-20 13:50:00,2008-01-20 14:43:00
17802,202,LAX,MCI,2008-01-20 11:45:00,2008-01-20 16:47:00
17803,2001,LAX,MCI,2008-01-20 19:18:00,2008-01-21 00:15:00
17804,1049,LAX,OAK,2008-01-20 20:09:00,2008-01-20 21:18:00
17805,1547,LAX,OAK,2008-01-20 15:44:00,2008-01-20 16:55:00
17806,3157,LAX,OAK,2008-01-20 21:06:00,2008-01-20 22:14:00
17807,3761,LAX,OAK,2008-01-20 17:36:00,2008-01-20 18:50:00
17808,1349,LAX,PHX,2008-01-20 10:30:00,2008-01-20 12:40:00
17809,1516,LAX,PHX,2008-01-20 20:49:00,2008-01-20 22:54:00
17810,1573,LAX,PHX,2008-01-20 14:18:00,2008-01-20 16:33:00
17811,2551,LAX,PHX,2008-01-20 19:41:00,2008-01-20 21:53:00
17812,3068,LAX,PHX,2008-01-20 14:46:00,2008-01-20 16:57:00
17813,2293,LAX,RNO,2008-01-20 13:34:00,2008-01-20 14:46:00
17814,70,LAX,SFO,2008-01-20 13:02:00,2008-01-20 14:11:00
17815,619,LAX,SFO,2008-01-20 21:42:00,2008-01-20 22:53:00
17816,1089,LAX,SFO,2008-01-20 17:41:00,2008-01-20 18:52:00
17817,878,LAX,SJC,2008-01-20 18:21:00,2008-01-20 19:23:00
17818,1663,LAX,SJC,2008-01-20 20:08:00,2008-01-20 21:09:00
17819,702,LAX,SLC,2008-01-20 18:29:00,2008-01-20 20:57:00
17820,3072,LAX,SLC,2008-01-20 14:36:00,2008-01-20 17:06:00
17821,1078,LAX,SMF,2008-01-20 17:17:00,2008-01-20 18:33:00
17822,1860,LAX,TUS,2008-01-20 20:09:00,2008-01-20 22:18:00
17823,30,LIT,BWI,2008-01-20 16:21:00,2008-01-20 19:16:00
17824,2121,LIT,MDW,2008-01-20 10:28:00,2008-01-20 11:57:00
17825,2002,MAF,ABQ,2008-01-20 08:36:00,2008-01-20 08:36:00
17826,594,MCI,BNA,2008-01-20 17:51:00,2008-01-20 19:09:00
17827,1247,MCI,BNA,2008-01-20 11:03:00,2008-01-20 12:29:00
17828,114,MCI,DAL,2008-01-20 16:45:00,2008-01-20 18:08:00
17829,2016,MCI,LAS,2008-01-20 11:56:00,2008-01-20 13:03:00
17830,619,MCI,LAX,2008-01-20 19:11:00,2008-01-20 20:50:00
17831,1078,MCI,LAX,2008-01-20 15:07:00,2008-01-20 16:47:00
17832,250,MCI,MDW,2008-01-20 08:55:00,2008-01-20 10:12:00
17833,288,MCI,MDW,2008-01-20 22:00:00,2008-01-20 23:10:00
17834,649,MCI,OKC,2008-01-20 11:49:00,2008-01-20 12:52:00
17835,2011,MCI,OKC,2008-01-20 16:51:00,2008-01-20 17:52:00
17836,289,MCI,PHX,2008-01-20 17:16:00,2008-01-20 19:08:00
17837,377,MCI,PHX,2008-01-20 20:52:00,2008-01-20 22:39:00
17838,517,MCI,PHX,2008-01-20 13:10:00,2008-01-20 14:49:00
17839,3429,MCI,SAN,2008-01-20 08:12:00,2008-01-20 09:24:00
17840,1579,MCI,STL,2008-01-20 15:54:00,2008-01-20 16:39:00
17841,2262,MCO,ALB,2008-01-20 14:47:00,2008-01-20 17:01:00
17842,3312,MCO,BDL,2008-01-20 12:13:00,2008-01-20 14:27:00
17843,445,MCO,BHM,2008-01-20 11:40:00,2008-01-20 12:13:00
17844,3569,MCO,BHM,2008-01-20 16:46:00,2008-01-20 17:12:00
17845,3936,MCO,BWI,2008-01-20 18:52:00,2008-01-20 20:59:00
17846,331,MCO,CLE,2008-01-20 14:07:00,2008-01-20 16:36:00
17847,407,MCO,DEN,2008-01-20 10:33:00,2008-01-20 12:29:00
17848,1132,MCO,DTW,2008-01-20 16:47:00,2008-01-20 19:17:00
17849,434,MCO,FLL,2008-01-20 10:52:00,2008-01-20 11:54:00
17850,42,MCO,HOU,2008-01-20 14:30:00,2008-01-20 16:03:00
17851,99,MCO,HOU,2008-01-20 11:09:00,2008-01-20 12:41:00
17852,973,MCO,HOU,2008-01-20 18:17:00,2008-01-20 19:34:00
17853,109,MCO,ISP,2008-01-20 10:40:00,2008-01-20 12:46:00
17854,2189,MCO,ISP,2008-01-20 12:14:00,2008-01-20 14:22:00
17855,2903,MCO,ISP,2008-01-20 20:36:00,2008-01-20 22:40:00
17856,2090,MCO,JAN,2008-01-20 16:08:00,2008-01-20 16:48:00
17857,1410,MCO,MCI,2008-01-20 12:37:00,2008-01-20 14:33:00
17858,1948,MCO,MDW,2008-01-20 16:28:00,2008-01-20 18:02:00
17859,2698,MCO,MHT,2008-01-20 19:00:00,2008-01-20 21:35:00
17860,1232,MCO,ORF,2008-01-20 09:59:00,2008-01-20 11:38:00
17861,1316,MCO,PVD,2008-01-20 12:05:00,2008-01-20 14:19:00
17862,1623,MCO,PVD,2008-01-20 13:59:00,2008-01-20 16:15:00
17863,2991,MCO,RSW,2008-01-20 18:39:00,2008-01-20 19:27:00
17864,3481,MCO,RSW,2008-01-20 11:36:00,2008-01-20 12:28:00
17865,1113,MCO,STL,2008-01-20 13:02:00,2008-01-20 14:31:00
17866,2976,MDW,ALB,2008-01-20 19:32:00,2008-01-20 22:04:00
17867,1852,MDW,BNA,2008-01-20 09:23:00,2008-01-20 10:36:00
17868,2524,MDW,BNA,2008-01-20 11:15:00,2008-01-20 12:25:00
17869,3339,MDW,BNA,2008-01-20 20:46:00,2008-01-20 22:00:00
17870,953,MDW,BWI,2008-01-20 14:04:00,2008-01-20 16:34:00
17871,543,MDW,CLE,2008-01-20 06:07:00,2008-01-20 08:03:00
17872,1622,MDW,CLE,2008-01-20 16:50:00,2008-01-20 18:55:00
17873,581,MDW,CMH,2008-01-20 16:22:00,2008-01-20 18:15:00
17874,892,MDW,DEN,2008-01-20 13:46:00,2008-01-20 15:12:00
17875,28,MDW,DTW,2008-01-20 18:04:00,2008-01-20 20:01:00
17876,1189,MDW,DTW,2008-01-20 10:33:00,2008-01-20 12:33:00
17877,2109,MDW,FLL,2008-01-20 06:31:00,2008-01-20 10:20:00
17878,3948,MDW,FLL,2008-01-20 20:06:00,2008-01-20 23:45:00
17879,539,MDW,IAD,2008-01-20 14:26:00,2008-01-20 16:52:00
17880,1300,MDW,ISP,2008-01-20 16:43:00,2008-01-20 19:41:00
17881,89,MDW,LAS,2008-01-20 15:55:00,2008-01-20 17:42:00
17882,2276,MDW,LAS,2008-01-20 17:48:00,2008-01-20 19:35:00
17883,2545,MDW,LAS,2008-01-20 13:40:00,2008-01-20 15:33:00
17884,14,MDW,LAX,2008-01-20 13:40:00,2008-01-20 16:01:00
17885,49,MDW,LIT,2008-01-20 15:16:00,2008-01-20 16:47:00
17886,649,MDW,MCI,2008-01-20 10:12:00,2008-01-20 11:32:00
17887,144,MDW,MCO,2008-01-20 06:35:00,2008-01-20 10:02:00
17888,799,MDW,MCO,2008-01-20 14:22:00,2008-01-20 17:46:00
17889,2629,MDW,MCO,2008-01-20 19:04:00,2008-01-20 22:24:00
17890,2542,MDW,OMA,2008-01-20 15:06:00,2008-01-20 16:24:00
17891,1637,MDW,PDX,2008-01-20 19:44:00,2008-01-20 21:46:00
17892,181,MDW,PHL,2008-01-20 19:13:00,2008-01-20 21:51:00
17893,1330,MDW,PHL,2008-01-20 14:05:00,2008-01-20 16:47:00
17894,3069,MDW,PIT,2008-01-20 15:32:00,2008-01-20 17:38:00
17895,2462,MDW,PVD,2008-01-20 17:04:00,2008-01-20 19:48:00
17896,2360,MDW,RDU,2008-01-20 19:54:00,2008-01-20 22:32:00
17897,1471,MDW,SDF,2008-01-20 19:17:00,2008-01-20 21:07:00
17898,3259,MDW,SEA,2008-01-20 15:56:00,2008-01-20 18:05:00
17899,1481,MDW,SFO,2008-01-20 13:36:00,2008-01-20 16:01:00
17900,1948,MDW,SLC,2008-01-20 18:47:00,2008-01-20 21:04:00
17901,29,MDW,STL,2008-01-20 10:01:00,2008-01-20 11:00:00
17902,733,MDW,STL,2008-01-20 10:59:00,2008-01-20 11:59:00
17903,1620,MDW,STL,2008-01-20 14:04:00,2008-01-20 15:04:00
17904,2179,MDW,STL,2008-01-20 18:14:00,2008-01-20 19:10:00
17905,2785,MHT,BWI,2008-01-20 21:18:00,2008-01-20 22:45:00
17906,892,MHT,MDW,2008-01-20 11:40:00,2008-01-20 13:13:00
17907,1376,MSY,DAL,2008-01-20 11:18:00,2008-01-20 12:40:00
17908,2126,MSY,HOU,2008-01-20 18:39:00,2008-01-20 19:39:00
17909,3145,MSY,HOU,2008-01-20 21:31:00,2008-01-20 22:35:00
17910,3415,MSY,HOU,2008-01-20 17:01:00,2008-01-20 18:10:00
17911,1404,MSY,MCO,2008-01-20 19:56:00,2008-01-20 22:23:00
17912,3684,MSY,PHX,2008-01-20 13:04:00,2008-01-20 15:24:00
17913,641,OAK,BUR,2008-01-20 20:50:00,2008-01-20 21:51:00
17914,1464,OAK,BUR,2008-01-20 18:05:00,2008-01-20 19:03:00
17915,1932,OAK,BUR,2008-01-20 16:18:00,2008-01-20 17:14:00
17916,3761,OAK,GEG,2008-01-20 19:23:00,2008-01-20 21:13:00
17917,820,OAK,LAX,2008-01-20 17:55:00,2008-01-20 19:13:00
17918,1588,OAK,LAX,2008-01-20 21:06:00,2008-01-20 22:15:00
