id,Unnamed: 0,FlightNum,Origin,Dest,Distance,DepTime1,ArrTime1
18083,18083,1515,TPA,BHM,460,2008-01-20T19:41:00,2008-01-20T19:59:00
18084,18084,2462,TPA,BHM,460,2008-01-20T13:56:00,2008-01-20T14:14:00
18085,18085,847,TPA,BNA,612,2008-01-20T18:43:00,2008-01-20T19:26:00
18086,18086,2537,TPA,BNA,612,2008-01-20T14:01:00,2008-01-20T14:42:00
18087,18087,3571,TPA,BWI,842,2008-01-20T18:53:00,2008-01-20T20:49:00
18088,18088,1151,TPA,FLL,197,2008-01-20T17:46:00,2008-01-20T18:41:00
18089,18089,1282,TPA,FLL,197,2008-01-20T11:00:00,2008-01-20T11:50:00
18090,18090,577,TPA,IAD,810,2008-01-20T11:26:00,2008-01-20T13:25:00
18091,18091,619,TPA,IND,838,2008-01-20T15:22:00,2008-01-20T17:31:00
18092,18092,1251,TPA,JAX,180,2008-01-20T16:58:00,2008-01-20T17:41:00
18093,18093,1586,TPA,MHT,1204,2008-01-20T18:23:00,2008-01-20T20:58:00
18094,18094,795,TPA,PHL,920,2008-01-20T12:09:00,2008-01-20T14:13:00
18095,18095,3232,TPA,PHL,920,2008-01-20T17:48:00,2008-01-20T20:01:00
18096,18096,3577,TPA,PHL,920,2008-01-20T20:06:00,2008-01-20T22:19:00
18097,18097,3586,TPA,PHX,1788,2008-01-20T13:59:00,2008-01-20T16:25:00
18098,18098,1287,TPA,SAT,972,2008-01-20T18:43:00,2008-01-20T20:26:00
18099,18099,875,TPA,STL,869,2008-01-20T11:11:00,2008-01-20T12:26:00
18100,18100,2122,TPA,STL,869,2008-01-20T20:27:00,2008-01-20T21:41:00
18101,18101,51,TUL,DAL,237,2008-01-20T18:24:00,2008-01-20T19:22:00
18102,18102,3071,TUL,DAL,237,2008-01-20T15:21:00,2008-01-20T16:17:00
18103,18103,1476,TUL,PHX,935,2008-01-20T17:54:00,2008-01-20T19:22:00
18104,18104,1947,TUS,LAS,365,2008-01-20T22:32:00,2008-01-20T22:46:00
18105,18105,702,TUS,LAX,451,2008-01-20T17:33:00,2008-01-20T17:55:00
18106,18106,1253,TUS,SAN,367,2008-01-20T14:28:00,2008-01-20T14:37:00
18107,18107,2271,ABQ,AMA,277,2008-01-21T20:47:00,2008-01-21T22:36:00
18108,18108,375,ABQ,DAL,580,2008-01-21T20:47:00,2008-01-21T23:15:00
18109,18109,720,ABQ,DAL,580,2008-01-21T16:20:00,2008-01-21T19:06:00
18110,18110,1295,ABQ,DAL,580,2008-01-21T11:06:00,2008-01-21T13:40:00
18111,18111,1508,ABQ,DAL,580,2008-01-21T09:30:00,2008-01-21T12:03:00
18112,18112,2038,ABQ,DAL,580,2008-01-21T19:17:00,2008-01-21T21:53:00
18113,18113,3060,ABQ,DAL,580,2008-01-21T18:02:00,2008-01-21T20:30:00
18114,18114,2610,ABQ,DEN,349,2008-01-21T17:08:00,2008-01-21T18:10:00
18115,18115,892,ABQ,ELP,223,2008-01-21T17:10:00,2008-01-21T18:00:00
18116,18116,2039,ABQ,HOU,759,2008-01-21T15:58:00,2008-01-21T18:53:00
18117,18117,507,ABQ,LAS,487,2008-01-21T20:44:00,2008-01-21T21:19:00
18118,18118,1631,ABQ,LAS,487,2008-01-21T18:46:00,2008-01-21T19:18:00
18119,18119,48,ABQ,LAX,677,2008-01-21T20:41:00,2008-01-21T21:51:00
18120,18120,558,ABQ,LAX,677,2008-01-21T15:42:00,2008-01-21T16:39:00
18121,18121,273,ABQ,MAF,332,2008-01-21T20:45:00,2008-01-21T22:36:00
18122,18122,135,ABQ,MCI,718,2008-01-21T19:56:00,2008-01-21T22:38:00
18123,18123,1355,ABQ,MCO,1552,2008-01-21T14:17:00,2008-01-21T19:34:00
18124,18124,2446,ABQ,MDW,1121,2008-01-21T07:49:00,2008-01-21T11:14:00
18125,18125,1640,ABQ,OAK,889,2008-01-21T19:42:00,2008-01-21T21:19:00
18126,18126,1081,ABQ,PDX,1111,2008-01-21T19:53:00,2008-01-21T21:30:00
18127,18127,1156,ABQ,PHX,328,2008-01-21T19:07:00,2008-01-21T20:31:00
18128,18128,1773,ABQ,PHX,328,2008-01-21T13:57:00,2008-01-21T15:13:00
18129,18129,2116,ABQ,PHX,328,2008-01-21T19:50:00,2008-01-21T21:03:00
18130,18130,2784,ABQ,PHX,328,2008-01-21T16:54:00,2008-01-21T18:04:00
18131,18131,3399,ABQ,PHX,328,2008-01-21T22:09:00,2008-01-21T23:15:00
18132,18132,483,ABQ,SAN,628,2008-01-21T11:01:00,2008-01-21T11:52:00
18133,18133,2085,ABQ,SEA,1180,2008-01-21T19:56:00,2008-01-21T21:45:00
18134,18134,1952,ABQ,SLC,493,2008-01-21T11:21:00,2008-01-21T13:03:00
18135,18135,2546,ABQ,STL,934,2008-01-21T10:55:00,2008-01-21T13:57:00
18136,18136,1309,ABQ,TPA,1497,2008-01-21T15:27:00,2008-01-21T20:30:00
18137,18137,1077,ALB,BWI,288,2008-01-21T18:44:00,2008-01-21T19:48:00
18138,18138,2095,AMA,DAL,324,2008-01-21T19:18:00,2008-01-21T20:22:00
18139,18139,3147,AMA,DAL,324,2008-01-21T12:58:00,2008-01-21T14:00:00
18140,18140,1121,AUS,BWI,1342,2008-01-21T15:09:00,2008-01-21T18:50:00
18141,18141,1576,AUS,BWI,1342,2008-01-21T09:31:00,2008-01-21T13:21:00
18142,18142,288,AUS,DAL,189,2008-01-21T19:21:00,2008-01-21T20:17:00
18143,18143,1353,AUS,DAL,189,2008-01-21T15:00:00,2008-01-21T15:48:00
18144,18144,2008,AUS,DAL,189,2008-01-21T16:16:00,2008-01-21T17:03:00
18145,18145,2713,AUS,DAL,189,2008-01-21T20:33:00,2008-01-21T21:34:00
18146,18146,3506,AUS,DAL,189,2008-01-21T17:26:00,2008-01-21T18:31:00
18147,18147,3585,AUS,DAL,189,2008-01-21T11:04:00,2008-01-21T11:56:00
18148,18148,3407,AUS,DEN,775,2008-01-21T14:27:00,2008-01-21T15:40:00
18149,18149,1663,AUS,ELP,528,2008-01-21T17:26:00,2008-01-21T18:01:00
18150,18150,2278,AUS,ELP,528,2008-01-21T21:13:00,2008-01-21T21:59:00
18151,18151,217,AUS,HOU,148,2008-01-21T17:39:00,2008-01-21T18:28:00
18152,18152,1321,AUS,HOU,148,2008-01-21T21:28:00,2008-01-21T22:16:00
18153,18153,3241,AUS,HOU,148,2008-01-21T14:40:00,2008-01-21T15:25:00
18154,18154,2116,AUS,LBB,341,2008-01-21T17:36:00,2008-01-21T18:40:00
18155,18155,3067,AUS,MAF,294,2008-01-21T17:05:00,2008-01-21T18:07:00
18156,18156,1295,AUS,PHX,872,2008-01-21T15:40:00,2008-01-21T17:05:00
18157,18157,2031,AUS,SAN,1164,2008-01-21T14:28:00,2008-01-21T15:38:00
18158,18158,1690,BDL,MCO,1050,2008-01-21T12:04:00,2008-01-21T15:03:00
18159,18159,966,BDL,MDW,777,2008-01-21T16:12:00,2008-01-21T17:46:00
18160,18160,1434,BDL,MDW,777,2008-01-21T12:33:00,2008-01-21T14:04:00
18161,18161,3410,BDL,TPA,1111,2008-01-21T19:06:00,2008-01-21T22:02:00
18162,18162,3749,BHM,BNA,177,2008-01-21T09:04:00,2008-01-21T09:47:00
18163,18163,3656,BHM,BWI,682,2008-01-21T17:31:00,2008-01-21T20:16:00
18164,18164,125,BHM,DAL,587,2008-01-21T08:43:00,2008-01-21T10:32:00
18165,18165,2978,BHM,HOU,570,2008-01-21T10:08:00,2008-01-21T11:59:00
18166,18166,306,BHM,JAX,365,2008-01-21T15:42:00,2008-01-21T17:43:00
18167,18167,2462,BHM,MDW,570,2008-01-21T14:38:00,2008-01-21T16:18:00
18168,18168,3761,BHM,MSY,321,2008-01-21T12:57:00,2008-01-21T14:01:00
18169,18169,1924,BHM,SDF,323,2008-01-21T11:46:00,2008-01-21T13:59:00
18170,18170,3942,BHM,SDF,323,2008-01-21T18:52:00,2008-01-21T20:53:00
18171,18171,532,BHM,TPA,460,2008-01-21T12:31:00,2008-01-21T14:50:00
18172,18172,426,BNA,AUS,756,2008-01-21T20:47:00,2008-01-21T22:55:00
18173,18173,3498,BNA,AUS,756,2008-01-21T08:30:00,2008-01-21T10:40:00
18174,18174,284,BNA,BWI,588,2008-01-21T21:56:00,2008-01-22T00:22:00
18175,18175,1247,BNA,BWI,588,2008-01-21T12:41:00,2008-01-21T15:09:00
18176,18176,1542,BNA,BWI,588,2008-01-21T14:55:00,2008-01-21T17:18:00
18177,18177,1632,BNA,BWI,588,2008-01-21T19:34:00,2008-01-21T21:58:00
18178,18178,3749,BNA,BWI,588,2008-01-21T10:16:00,2008-01-21T12:43:00
18179,18179,3395,BNA,CLE,448,2008-01-21T11:48:00,2008-01-21T14:01:00
18180,18180,39,BNA,CMH,338,2008-01-21T19:54:00,2008-01-21T21:52:00
18181,18181,66,BNA,DTW,457,2008-01-21T20:37:00,2008-01-21T22:57:00
18182,18182,2437,BNA,FLL,793,2008-01-21T18:44:00,2008-01-21T21:40:00
18183,18183,1434,BNA,JAX,484,2008-01-21T16:35:00,2008-01-21T18:59:00
18184,18184,2205,BNA,JAX,484,2008-01-21T20:36:00,2008-01-21T22:59:00
18185,18185,2524,BNA,JAX,484,2008-01-21T12:57:00,2008-01-21T15:16:00
18186,18186,1178,BNA,LAS,1588,2008-01-21T08:57:00,2008-01-21T11:03:00
18187,18187,1136,BNA,LAX,1797,2008-01-21T08:41:00,2008-01-21T11:05:00
18188,18188,1453,BNA,LAX,1797,2008-01-21T11:25:00,2008-01-21T13:52:00
18189,18189,3051,BNA,MCI,491,2008-01-21T22:15:00,2008-01-21T23:43:00
18190,18190,1743,BNA,MCO,616,2008-01-21T15:31:00,2008-01-21T18:11:00
18191,18191,1053,BNA,MDW,395,2008-01-21T20:12:00,2008-01-21T21:43:00
18192,18192,1391,BNA,MDW,395,2008-01-21T07:26:00,2008-01-21T08:50:00
18193,18193,1531,BNA,MDW,395,2008-01-21T09:20:00,2008-01-21T10:38:00
18194,18194,224,BNA,MSY,471,2008-01-21T18:42:00,2008-01-21T20:04:00
18195,18195,3925,BNA,OAK,1959,2008-01-21T15:32:00,2008-01-21T18:18:00
18196,18196,1328,BNA,PHL,675,2008-01-21T12:26:00,2008-01-21T15:17:00
18197,18197,1939,BNA,PHL,675,2008-01-21T19:48:00,2008-01-21T22:37:00
18198,18198,880,BNA,PVD,907,2008-01-21T15:27:00,2008-01-21T18:32:00
18199,18199,406,BNA,RDU,443,2008-01-21T15:00:00,2008-01-21T17:15:00
18200,18200,960,BNA,RDU,443,2008-01-21T06:41:00,2008-01-21T08:54:00
18201,18201,2374,BNA,RDU,443,2008-01-21T23:25:00,2008-01-22T01:35:00
18202,18202,1296,BNA,SAN,1751,2008-01-21T09:41:00,2008-01-21T12:26:00
18203,18203,1574,BNA,SAT,822,2008-01-21T18:02:00,2008-01-21T20:26:00
18204,18204,101,BNA,TPA,612,2008-01-21T18:30:00,2008-01-21T21:09:00
18205,18205,1689,BNA,TPA,612,2008-01-21T21:44:00,2008-01-22T00:19:00
18206,18206,3308,BNA,TPA,612,2008-01-21T07:39:00,2008-01-21T10:16:00
18207,18207,1653,BOI,GEG,287,2008-01-21T16:56:00,2008-01-22T16:52:00
18208,18208,3514,BOI,OAK,511,2008-01-21T15:01:00,2008-01-21T15:44:00
18209,18209,1131,BOI,PDX,344,2008-01-21T13:49:00,2008-01-21T13:50:00
18210,18210,1488,BOI,PDX,344,2008-01-21T19:44:00,2008-01-21T19:44:00
18211,18211,890,BOI,RNO,335,2008-01-21T20:57:00,2008-01-21T20:59:00
18212,18212,2974,BOI,SEA,399,2008-01-21T12:00:00,2008-01-21T12:14:00
18213,18213,3072,BOI,SEA,399,2008-01-21T19:14:00,2008-01-21T19:26:00
18214,18214,112,BOI,SLC,291,2008-01-21T13:34:00,2008-01-21T14:41:00
18215,18215,1130,BOI,SLC,291,2008-01-21T17:29:00,2008-01-21T18:31:00
18216,18216,1107,BUF,BWI,281,2008-01-21T18:25:00,2008-01-21T19:31:00
18217,18217,3925,BUF,BWI,281,2008-01-21T11:20:00,2008-01-21T12:22:00
18218,18218,1744,BUF,MCO,1011,2008-01-21T18:21:00,2008-01-21T21:16:00
18219,18219,293,BUF,PHX,1912,2008-01-21T17:47:00,2008-01-21T20:49:00
18220,18220,1073,BUF,TPA,1054,2008-01-21T17:36:00,2008-01-21T20:18:00
18221,18221,804,BUR,LAS,223,2008-01-21T20:03:00,2008-01-21T20:54:00
18222,18222,2019,BUR,LAS,223,2008-01-21T18:01:00,2008-01-21T18:59:00
18223,18223,2715,BUR,LAS,223,2008-01-21T21:09:00,2008-01-21T22:01:00
18224,18224,3331,BUR,LAS,223,2008-01-21T16:25:00,2008-01-21T17:17:00
18225,18225,94,BUR,OAK,325,2008-01-21T10:51:00,2008-01-21T12:01:00
18226,18226,361,BUR,OAK,325,2008-01-21T20:27:00,2008-01-21T21:48:00
18227,18227,503,BUR,OAK,325,2008-01-21T19:23:00,2008-01-21T20:33:00
18228,18228,700,BUR,OAK,325,2008-01-21T15:36:00,2008-01-21T16:55:00
18229,18229,1388,BUR,OAK,325,2008-01-21T09:52:00,2008-01-21T11:07:00
18230,18230,1587,BUR,OAK,325,2008-01-21T14:08:00,2008-01-21T15:22:00
18231,18231,1764,BUR,OAK,325,2008-01-21T20:35:00,2008-01-21T21:54:00
18232,18232,1829,BUR,OAK,325,2008-01-21T21:43:00,2008-01-21T22:54:00
18233,18233,2184,BUR,OAK,325,2008-01-21T12:55:00,2008-01-21T14:22:00
18234,18234,2970,BUR,OAK,325,2008-01-21T16:18:00,2008-01-21T17:39:00
18235,18235,3327,BUR,OAK,325,2008-01-21T16:58:00,2008-01-21T18:11:00
18236,18236,3831,BUR,OAK,325,2008-01-21T17:56:00,2008-01-21T19:08:00
18237,18237,368,BUR,PHX,369,2008-01-21T16:55:00,2008-01-21T19:12:00
18238,18238,989,BUR,PHX,369,2008-01-21T10:28:00,2008-01-21T12:47:00
18239,18239,1464,BUR,PHX,369,2008-01-21T19:36:00,2008-01-21T21:51:00
18240,18240,1624,BUR,PHX,369,2008-01-21T18:27:00,2008-01-21T20:39:00
18241,18241,2610,BUR,PHX,369,2008-01-21T12:47:00,2008-01-21T15:20:00
18242,18242,3775,BUR,PHX,369,2008-01-21T21:28:00,2008-01-21T23:44:00
18243,18243,205,BUR,SJC,296,2008-01-21T15:20:00,2008-01-21T16:31:00
18244,18244,1381,BUR,SJC,296,2008-01-21T18:49:00,2008-01-21T19:56:00
18245,18245,1402,BUR,SJC,296,2008-01-21T17:20:00,2008-01-21T18:30:00
18246,18246,1414,BUR,SJC,296,2008-01-21T21:34:00,2008-01-21T22:47:00
18247,18247,1500,BUR,SJC,296,2008-01-21T14:19:00,2008-01-21T15:24:00
18248,18248,1935,BUR,SJC,296,2008-01-21T21:03:00,2008-01-21T22:09:00
18249,18249,1156,BUR,SMF,358,2008-01-21T21:51:00,2008-01-21T23:01:00
18250,18250,1240,BUR,SMF,358,2008-01-21T18:16:00,2008-01-21T19:34:00
18251,18251,1667,BUR,SMF,358,2008-01-21T15:52:00,2008-01-21T17:00:00
18252,18252,2010,BUR,SMF,358,2008-01-21T09:48:00,2008-01-21T11:01:00
18253,18253,2784,BUR,SMF,358,2008-01-21T19:24:00,2008-01-21T20:36:00
18254,18254,2880,BUR,SMF,358,2008-01-21T11:05:00,2008-01-21T12:20:00
18255,18255,3046,BUR,SMF,358,2008-01-21T17:10:00,2008-01-21T18:24:00
18256,18256,3054,BUR,SMF,358,2008-01-21T13:57:00,2008-01-21T15:06:00
18257,18257,2372,BWI,ABQ,1670,2008-01-21T14:38:00,2008-01-21T16:48:00
18258,18258,990,BWI,ALB,288,2008-01-21T17:11:00,2008-01-21T18:12:00
18259,18259,2787,BWI,ALB,288,2008-01-21T22:34:00,2008-01-21T23:33:00
18260,18260,2821,BWI,BDL,283,2008-01-21T17:39:00,2008-01-21T18:43:00
18261,18261,3050,BWI,BDL,283,2008-01-21T23:06:00,2008-01-22T00:01:00
18262,18262,3932,BWI,BDL,283,2008-01-21T11:11:00,2008-01-21T12:10:00
18263,18263,3145,BWI,BHM,682,2008-01-21T18:34:00,2008-01-21T19:34:00
18264,18264,40,BWI,BNA,588,2008-01-21T12:11:00,2008-01-21T12:57:00
18265,18265,1107,BWI,BNA,588,2008-01-21T20:01:00,2008-01-21T20:48:00
18266,18266,1453,BWI,BNA,588,2008-01-21T09:42:00,2008-01-21T10:27:00
18267,18267,192,BWI,BUF,281,2008-01-21T21:34:00,2008-01-21T22:34:00
18268,18268,542,BWI,CLE,314,2008-01-21T10:27:00,2008-01-21T11:40:00
18269,18269,735,BWI,CLE,314,2008-01-21T21:30:00,2008-01-21T22:35:00
18270,18270,3928,BWI,CLE,314,2008-01-21T08:16:00,2008-01-21T09:30:00
18271,18271,627,BWI,CMH,336,2008-01-21T13:18:00,2008-01-21T14:25:00
18272,18272,3517,BWI,DEN,1491,2008-01-21T13:11:00,2008-01-21T15:08:00
18273,18273,888,BWI,FLL,925,2008-01-21T20:23:00,2008-01-21T22:40:00
18274,18274,1200,BWI,HOU,1246,2008-01-21T20:26:00,2008-01-21T22:49:00
18275,18275,1847,BWI,IND,515,2008-01-21T13:57:00,2008-01-21T15:44:00
18276,18276,183,BWI,ISP,220,2008-01-21T15:45:00,2008-01-21T16:44:00
18277,18277,707,BWI,ISP,220,2008-01-21T18:58:00,2008-01-21T19:50:00
18278,18278,1560,BWI,ISP,220,2008-01-21T20:47:00,2008-01-21T21:44:00
18279,18279,2275,BWI,ISP,220,2008-01-21T09:25:00,2008-01-21T10:15:00
18280,18280,3407,BWI,JAN,888,2008-01-21T09:31:00,2008-01-21T11:09:00
18281,18281,2872,BWI,LAS,2106,2008-01-21T10:02:00,2008-01-21T12:25:00
18282,18282,1676,BWI,LIT,912,2008-01-21T10:51:00,2008-01-21T12:22:00
18283,18283,1945,BWI,MCI,967,2008-01-21T13:37:00,2008-01-21T15:23:00
18284,18284,2789,BWI,MCI,967,2008-01-21T08:08:00,2008-01-21T10:03:00
18285,18285,2003,BWI,MCO,787,2008-01-21T12:47:00,2008-01-21T14:53:00
18286,18286,1251,BWI,MDW,611,2008-01-21T21:07:00,2008-01-21T22:21:00
18287,18287,1450,BWI,MDW,611,2008-01-21T17:23:00,2008-01-21T18:20:00
18288,18288,1477,BWI,MDW,611,2008-01-21T07:28:00,2008-01-21T08:47:00
18289,18289,1503,BWI,MDW,611,2008-01-21T21:07:00,2008-01-21T22:20:00
18290,18290,1184,BWI,MHT,377,2008-01-21T09:46:00,2008-01-21T10:55:00
18291,18291,1194,BWI,MHT,377,2008-01-21T21:21:00,2008-01-21T22:27:00
18292,18292,3326,BWI,MHT,377,2008-01-21T16:43:00,2008-01-21T17:54:00
18293,18293,3936,BWI,MHT,377,2008-01-21T22:31:00,2008-01-21T23:42:00
18294,18294,1376,BWI,MSY,998,2008-01-21T11:01:00,2008-01-21T12:44:00
18295,18295,271,BWI,OKC,1180,2008-01-21T17:11:00,2008-01-21T19:34:00
18296,18296,46,BWI,ORF,159,2008-01-21T12:00:00,2008-01-21T12:40:00
18297,18297,1542,BWI,ORF,159,2008-01-21T17:54:00,2008-01-21T18:40:00
18298,18298,1555,BWI,ORF,159,2008-01-21T21:22:00,2008-01-21T22:09:00
18299,18299,3490,BWI,ORF,159,2008-01-21T15:20:00,2008-01-21T16:07:00
18300,18300,2362,BWI,PBI,883,2008-01-21T12:38:00,2008-01-21T15:15:00
18301,18301,369,BWI,PHX,1999,2008-01-21T12:51:00,2008-01-21T15:52:00
18302,18302,1466,BWI,PHX,1999,2008-01-21T15:16:00,2008-01-21T18:15:00
18303,18303,209,BWI,PIT,210,2008-01-21T19:31:00,2008-01-21T20:25:00
18304,18304,1082,BWI,PVD,328,2008-01-21T19:50:00,2008-01-21T20:57:00
18305,18305,1180,BWI,PVD,328,2008-01-21T20:34:00,2008-01-21T21:37:00
18306,18306,3065,BWI,PVD,328,2008-01-21T18:13:00,2008-01-21T19:18:00
18307,18307,3571,BWI,PVD,328,2008-01-21T22:20:00,2008-01-21T23:20:00
18308,18308,3660,BWI,PVD,328,2008-01-21T13:57:00,2008-01-21T15:06:00
18309,18309,441,BWI,RDU,255,2008-01-21T06:38:00,2008-01-21T07:42:00
18310,18310,442,BWI,RDU,255,2008-01-21T15:57:00,2008-01-21T16:59:00
18311,18311,1077,BWI,RDU,255,2008-01-21T20:24:00,2008-01-21T21:18:00
18312,18312,2727,BWI,RDU,255,2008-01-21T09:23:00,2008-01-21T10:21:00
18313,18313,3925,BWI,RDU,255,2008-01-21T12:54:00,2008-01-21T14:03:00
18314,18314,3747,BWI,RSW,919,2008-01-21T17:31:00,2008-01-21T20:06:00
18315,18315,1192,BWI,SAN,2295,2008-01-21T18:30:00,2008-01-21T21:18:00
18316,18316,1386,BWI,SAN,2295,2008-01-21T10:45:00,2008-01-21T13:40:00
18317,18317,975,BWI,SDF,495,2008-01-21T20:44:00,2008-01-21T22:25:00
18318,18318,179,BWI,STL,737,2008-01-21T10:17:00,2008-01-21T11:30:00
18319,18319,524,BWI,STL,737,2008-01-21T14:02:00,2008-01-21T15:24:00
18320,18320,1378,BWI,STL,737,2008-01-21T19:35:00,2008-01-21T20:43:00
18321,18321,3178,BWI,STL,737,2008-01-21T16:38:00,2008-01-21T17:57:00
18322,18322,910,BWI,TPA,842,2008-01-21T18:51:00,2008-01-21T21:12:00
18323,18323,994,BWI,TPA,842,2008-01-21T14:18:00,2008-01-21T16:40:00
18324,18324,542,CLE,LAS,1825,2008-01-21T12:11:00,2008-01-21T13:58:00
18325,18325,948,CLE,MCO,895,2008-01-21T09:47:00,2008-01-21T12:05:00
18326,18326,3482,CLE,MCO,895,2008-01-21T14:24:00,2008-01-21T16:38:00
18327,18327,717,CLE,MDW,307,2008-01-21T09:06:00,2008-01-21T09:17:00
18328,18328,810,CLE,MDW,307,2008-01-21T21:07:00,2008-01-21T21:30:00
18329,18329,714,CMH,BWI,336,2008-01-21T14:55:00,2008-01-21T15:59:00
18330,18330,3921,CMH,LAS,1772,2008-01-21T07:07:00,2008-01-21T08:35:00
18331,18331,268,CMH,MCO,802,2008-01-21T07:33:00,2008-01-21T09:37:00
18332,18332,1525,CMH,PHL,405,2008-01-21T19:17:00,2008-01-21T20:24:00
18333,18333,52,CRP,HOU,187,2008-01-21T18:30:00,2008-01-21T19:21:00
18334,18334,60,CRP,HOU,187,2008-01-21T20:40:00,2008-01-21T21:17:00
18335,18335,18,DAL,ABQ,580,2008-01-21T11:51:00,2008-01-21T12:32:00
18336,18336,558,DAL,ABQ,580,2008-01-21T14:27:00,2008-01-21T15:07:00
18337,18337,2085,DAL,ABQ,580,2008-01-21T18:42:00,2008-01-21T19:28:00
18338,18338,52,DAL,AMA,324,2008-01-21T21:18:00,2008-01-21T22:22:00
18339,18339,1636,DAL,AMA,324,2008-01-21T07:56:00,2008-01-21T09:02:00
18340,18340,2008,DAL,AMA,324,2008-01-21T17:47:00,2008-01-21T18:56:00
18341,18341,1127,DAL,AUS,189,2008-01-21T18:04:00,2008-01-21T19:01:00
18342,18342,1218,DAL,AUS,189,2008-01-21T07:31:00,2008-01-21T08:15:00
18343,18343,1295,DAL,AUS,189,2008-01-21T14:27:00,2008-01-21T15:15:00
18344,18344,2980,DAL,AUS,189,2008-01-21T15:47:00,2008-01-21T16:39:00
18345,18345,3060,DAL,AUS,189,2008-01-21T20:52:00,2008-01-21T21:36:00
18346,18346,3241,DAL,AUS,189,2008-01-21T13:28:00,2008-01-21T14:17:00
18347,18347,2800,DAL,BHM,587,2008-01-21T13:43:00,2008-01-21T15:02:00
18348,18348,3749,DAL,BHM,587,2008-01-21T07:09:00,2008-01-21T08:26:00
18349,18349,42,DAL,ELP,562,2008-01-21T18:16:00,2008-01-21T18:57:00
18350,18350,50,DAL,ELP,562,2008-01-21T20:24:00,2008-01-21T21:02:00
18351,18351,3,DAL,HOU,239,2008-01-21T07:46:00,2008-01-21T08:41:00
18352,18352,23,DAL,HOU,239,2008-01-21T12:25:00,2008-01-21T13:20:00
18353,18353,29,DAL,HOU,239,2008-01-21T14:05:00,2008-01-21T14:58:00
18354,18354,31,DAL,HOU,239,2008-01-21T14:22:00,2008-01-21T15:30:00
18355,18355,33,DAL,HOU,239,2008-01-21T14:53:00,2008-01-21T15:55:00
18356,18356,35,DAL,HOU,239,2008-01-21T15:17:00,2008-01-21T16:46:00
18357,18357,39,DAL,HOU,239,2008-01-21T16:15:00,2008-01-21T17:17:00
18358,18358,43,DAL,HOU,239,2008-01-21T18:10:00,2008-01-21T19:11:00
18359,18359,45,DAL,HOU,239,2008-01-21T17:39:00,2008-01-21T18:42:00
18360,18360,47,DAL,HOU,239,2008-01-21T18:14:00,2008-01-21T19:18:00
18361,18361,49,DAL,HOU,239,2008-01-21T19:53:00,2008-01-21T20:48:00
18362,18362,51,DAL,HOU,239,2008-01-21T19:17:00,2008-01-21T20:18:00
18363,18363,53,DAL,HOU,239,2008-01-21T20:00:00,2008-01-21T20:55:00
18364,18364,55,DAL,HOU,239,2008-01-21T21:07:00,2008-01-21T22:00:00
18365,18365,57,DAL,HOU,239,2008-01-21T20:37:00,2008-01-21T21:29:00
18366,18366,59,DAL,HOU,239,2008-01-21T21:46:00,2008-01-21T22:48:00
18367,18367,46,DAL,LBB,293,2008-01-21T18:58:00,2008-01-21T19:57:00
18368,18368,54,DAL,LBB,293,2008-01-21T21:03:00,2008-01-21T22:07:00
18369,18369,3346,DAL,LBB,293,2008-01-21T15:10:00,2008-01-21T16:07:00
18370,18370,3585,DAL,LBB,293,2008-01-21T12:26:00,2008-01-21T13:30:00
18371,18371,30,DAL,LIT,296,2008-01-21T14:59:00,2008-01-21T15:54:00
18372,18372,656,DAL,LIT,296,2008-01-21T22:46:00,2008-01-21T23:41:00
18373,18373,720,DAL,LIT,296,2008-01-21T19:36:00,2008-01-21T20:34:00
18374,18374,1508,DAL,LIT,296,2008-01-21T12:31:00,2008-01-21T13:40:00
18375,18375,1614,DAL,LIT,296,2008-01-21T16:28:00,2008-01-21T17:18:00
18376,18376,2121,DAL,LIT,296,2008-01-21T09:08:00,2008-01-21T10:04:00
18377,18377,2788,DAL,MAF,319,2008-01-21T21:38:00,2008-01-21T22:45:00
18378,18378,36,DAL,MCI,461,2008-01-21T16:59:00,2008-01-21T18:24:00
18379,18379,288,DAL,MCI,461,2008-01-21T20:43:00,2008-01-21T22:02:00
18380,18380,1322,DAL,MSY,437,2008-01-21T13:30:00,2008-01-21T14:42:00
18381,18381,3178,DAL,MSY,437,2008-01-21T20:36:00,2008-01-21T21:44:00
18382,18382,1274,DAL,OKC,181,2008-01-21T18:27:00,2008-01-21T19:19:00
18383,18383,2294,DAL,OKC,181,2008-01-21T14:50:00,2008-01-21T15:39:00
18384,18384,3516,DAL,OKC,181,2008-01-21T20:29:00,2008-01-21T21:15:00
18385,18385,114,DAL,SAT,248,2008-01-21T18:31:00,2008-01-21T19:31:00
18386,18386,1360,DAL,SAT,248,2008-01-21T19:34:00,2008-01-21T20:38:00
18387,18387,1376,DAL,SAT,248,2008-01-21T13:06:00,2008-01-21T14:03:00
18388,18388,1609,DAL,SAT,248,2008-01-21T12:26:00,2008-01-21T13:33:00
18389,18389,1620,DAL,SAT,248,2008-01-21T18:01:00,2008-01-21T19:05:00
18390,18390,2095,DAL,SAT,248,2008-01-21T21:09:00,2008-01-21T22:08:00
18391,18391,3234,DAL,SAT,248,2008-01-21T14:23:00,2008-01-21T15:23:00
18392,18392,28,DAL,STL,546,2008-01-21T14:31:00,2008-01-21T15:55:00
18393,18393,40,DAL,STL,546,2008-01-21T17:28:00,2008-01-21T19:03:00
